Date,AAPL,GLD,HYG,JPM,META,NVDA,QQQ,SPY,TLT,TSLA,UUP,XLE
2012-05-21,0.05662640574746554,0.0006467713402268693,0.010335728051788996,-0.029699693141902586,-0.11637822067324798,0.017235015146002806,0.027572356298594794,0.01704194591991333,-0.0020962635737888174,0.04296792351472564,-0.003121378168497144,0.022730251378240075
2012-05-22,-0.007708522116534437,-0.016757749444190322,-0.0001128732466750844,0.045106832860279694,-0.0932551722781249,-0.012280309256897215,-0.001120479463154673,0.0017412528502426272,-0.011195939726180135,0.06818138048237622,0.010220013835095052,-0.002449372233081221
2012-05-23,0.024106780648867156,-0.0030293517963689474,-0.001017754004777605,0.007323795538125206,0.03174873504687704,0.024411326644562747,0.0019198580078059932,0.0005294469903734502,0.006911055262701156,0.0071176464675179706,0.003530461710722956,0.0036714851647863954
2012-05-24,-0.009226242139136092,-0.0013859452168922916,0.0002260516375144604,-0.008500283569280755,0.031680265276514546,-0.02688571830948966,-0.00657515707190849,0.0019637437268398266,-0.0038158465468093364,-0.02414461046300701,0.003956879167197301,-0.000763855956769605
2012-05-25,-0.005374353729451356,0.008352766698997548,-0.0031710607223922184,-0.0139328170475388,-0.034496699745368634,0.023665240144289616,-0.0012883795784201294,-0.0032498210002555703,0.0037347798424368812,-0.015643815294831984,0.0013154557959204408,-0.00474848610300262
2012-05-29,0.017592946220737014,-0.010931873240010203,0.010944262274296018,0.0038732504729248806,-0.10115611576574415,0.025478936935030366,0.012647663800669834,0.012039509434612532,-0.003084181170903751,0.0611576013130172,-0.0008768105103021272,0.01659725763098196
2012-05-30,0.01198542582131383,0.005875957660694494,-0.004498242091279825,-0.020123609566276294,-0.022796019014629385,-0.011862599220104353,-0.008466984065767744,-0.014616563235239292,0.025045475280125563,-0.041230023409546984,0.007863754663493228,-0.031134820247112723
2012-05-31,-0.0024895853651925753,-0.001910905902789609,-0.010653376186662749,0.0057479594820109125,0.0488069484105831,-0.011200268767423265,-0.004341558749978145,-0.0022032944728476813,0.011507576964439506,-0.030380886354557376,0.0004350193418801484,-0.00876242139656153
2012-06-01,-0.029402991202905123,0.03804809984180762,-0.008727741570366106,-0.03749654517157433,-0.06562015615547075,-0.03687408802309867,-0.02694689570383273,-0.025499522479103746,0.02346280020331697,-0.046842917050209494,-0.003049309627587942,-0.025305566109243668
2012-06-04,0.0058647353081099024,-0.0011434641458968186,0.0008096479851186075,-0.029559098284473086,-0.03002785546179478,-0.021088859247361424,0.007585485180127958,-0.0004682214764027018,-0.007932419168728638,-0.009637770447744755,-0.004372653867483199,-0.0008066465583875796
