,Unnamed: 0,VaR_Hybrid_Final
2283,2017-05-05,-0.0185338108110966
2284,2017-05-08,-0.0180895076536408
2285,2017-05-09,-0.0177409580963145
2286,2017-05-10,-0.0175189033850932
2287,2017-05-11,-0.0186797535147651
2288,2017-05-12,-0.0180658973696999
2289,2017-05-15,-0.0176820228146632
2290,2017-05-16,-0.0175578679617427
2291,2017-05-17,-0.0174016545107999
2292,2017-05-18,-0.0337373645984751
2293,2017-05-19,-0.0300711376176844
2294,2017-05-22,-0.0276507565388921
2295,2017-05-23,-0.0254899097045595
2296,2017-05-24,-0.0226125271654045
2297,2017-05-25,-0.0210012137865139
2298,2017-05-26,-0.0207165293014332
2299,2017-05-30,-0.0205590708147912
2300,2017-05-31,-0.0205167476560821
2301,2017-06-01,-0.0215528911892242
2302,2017-06-02,-0.0209853527532293
2303,2017-06-05,-0.0207210812591535
2304,2017-06-06,-0.0205161104608955
2305,2017-06-07,-0.0204047344343321
2306,2017-06-08,-0.0203748313940788
2307,2017-06-09,-0.0205125971989724
2308,2017-06-12,-0.025552599539745
2309,2017-06-13,-0.0227277642779815
2310,2017-06-14,-0.0215117179829818
2311,2017-06-15,-0.0213033702359671
2312,2017-06-16,-0.020991546205933
2313,2017-06-19,-0.0207164242272285
2314,2017-06-20,-0.0206789053058405
2315,2017-06-21,-0.0211982411409361
2316,2017-06-22,-0.0200894991448883
2317,2017-06-23,-0.0192681028119067
2318,2017-06-26,-0.0186098422166565
2319,2017-06-27,-0.0176465664455774
2320,2017-06-28,-0.0193387686252849
2321,2017-06-29,-0.0194222970829402
2322,2017-06-30,-0.021020595224346
2323,2017-07-03,-0.0189838034233922
2324,2017-07-05,-0.0183524372183239
2325,2017-07-06,-0.0179553824315749
2326,2017-07-07,-0.019975862786471
2327,2017-07-10,-0.0187720894664887
2328,2017-07-11,-0.0187601416952875
2329,2017-07-12,-0.0183918449457726
2330,2017-07-13,-0.0186151052176761
2331,2017-07-14,-0.0182743512698543
2332,2017-07-17,-0.0182067195233714
2333,2017-07-18,-0.0179446142270222
2334,2017-07-19,-0.0177769887680321
2335,2017-07-20,-0.0177200654255194
2336,2017-07-21,-0.0176333632338609
2337,2017-07-24,-0.0178634225338397
2338,2017-07-25,-0.0178155002815141
2339,2017-07-26,-0.017697082420499
2340,2017-07-27,-0.0176121971379286
2341,2017-07-28,-0.0182158585379322
2342,2017-07-31,-0.0179480155195293
2343,2017-08-01,-0.0178574895639844
2344,2017-08-02,-0.0177627435817396
2345,2017-08-03,-0.0177037645021062
2346,2017-08-04,-0.0176278281712799
2347,2017-08-07,-0.0175622722029691
2348,2017-08-08,-0.0175370493541308
2349,2017-08-09,-0.0175368111828902
2350,2017-08-10,-0.0174957177619317
2351,2017-08-11,-0.0220887743358789
2352,2017-08-14,-0.021132068746732
2353,2017-08-15,-0.0216425276889678
2354,2017-08-16,-0.0203896217680612
2355,2017-08-17,-0.0193345592784756
2356,2017-08-18,-0.0221608499577212
2357,2017-08-21,-0.0209101525645065
2358,2017-08-22,-0.0202212223407844
2359,2017-08-23,-0.0202277939718275
2360,2017-08-24,-0.0194503429306326
2361,2017-08-25,-0.0190961952732849
2362,2017-08-28,-0.0188994153220839
2363,2017-08-29,-0.0188058037959157
2364,2017-08-30,-0.0187487916974224
2365,2017-08-31,-0.0187509859357515
2366,2017-09-01,-0.0188169833144094
2367,2017-09-05,-0.0188781852425458
2368,2017-09-06,-0.0189113016302348
2369,2017-09-07,-0.0186977286997752
2370,2017-09-08,-0.0185076300015169
2371,2017-09-11,-0.0183953409521304
2372,2017-09-12,-0.0181602398449772
2373,2017-09-13,-0.0181057946928246
2374,2017-09-14,-0.0179646760951208
2375,2017-09-15,-0.017880623168611
2376,2017-09-18,-0.0180122194920046
2377,2017-09-19,-0.0180001831816445
2378,2017-09-20,-0.0178740839122669
2379,2017-09-21,-0.0178158278656496
2380,2017-09-22,-0.0180623604006223
2381,2017-09-25,-0.0179171113241923
2382,2017-09-26,-0.0180047262641023
2383,2017-09-27,-0.0178557515955117
2384,2017-09-28,-0.0178079792754814
2385,2017-09-29,-0.0177859543622561
2386,2017-10-02,-0.017767409017713
2387,2017-10-03,-0.017742389192142
2388,2017-10-04,-0.0177029479870501
2389,2017-10-05,-0.0177152259980576
2390,2017-10-06,-0.0177930748681591
2391,2017-10-09,-0.0177744357601831
2392,2017-10-10,-0.0177323016735425
2393,2017-10-11,-0.0177010512339756
2394,2017-10-12,-0.0176548586787449
2395,2017-10-13,-0.0176408700909267
2396,2017-10-16,-0.017670874673277
2397,2017-10-17,-0.0178203215809663
2398,2017-10-18,-0.0177591015185985
2399,2017-10-19,-0.0178111902993927
2400,2017-10-20,-0.0176832978733228
2401,2017-10-23,-0.0176771825369239
2402,2017-10-24,-0.0178362214053205
2403,2017-10-25,-0.0177906259321085
2404,2017-10-26,-0.0178955607280988
2405,2017-10-27,-0.0178777383407157
2406,2017-10-30,-0.0179097561517158
2407,2017-10-31,-0.0178835223496248
2408,2017-11-01,-0.0178486098382719
2409,2017-11-02,-0.0178369461268512
2410,2017-11-03,-0.0178046100826064
2411,2017-11-06,-0.0178215807605641
2412,2017-11-07,-0.017801120944513
2413,2017-11-08,-0.0177985960848504
2414,2017-11-09,-0.017764210211353
2415,2017-11-10,-0.0178355469577351
2416,2017-11-13,-0.0178425031667719
2417,2017-11-14,-0.018760640091287
2418,2017-11-15,-0.0194665162972843
2419,2017-11-16,-0.018792574201897
2420,2017-11-17,-0.0183502199642234
2421,2017-11-20,-0.0181146920979072
2422,2017-11-21,-0.0179833047213459
2423,2017-11-22,-0.0179113079429586
2424,2017-11-24,-0.0178690090629366
2425,2017-11-27,-0.0178428554393439
2426,2017-11-28,-0.0179873224514203
2427,2017-11-29,-0.0179192281773215
2428,2017-11-30,-0.0191355122265987
2429,2017-12-01,-0.0185380639937125
2430,2017-12-04,-0.0182696260798864
2431,2017-12-05,-0.0190289182768308
2432,2017-12-06,-0.0184969415614755
2433,2017-12-07,-0.0181725859181162
2434,2017-12-08,-0.0180220498213663
2435,2017-12-11,-0.0179406983083841
2436,2017-12-12,-0.0179077038917934
2437,2017-12-13,-0.0178858825405379
2438,2017-12-14,-0.0180421563621576
2439,2017-12-15,-0.0180831230293086
2440,2017-12-18,-0.0179767278544738
2441,2017-12-19,-0.0179286857543083
2442,2017-12-20,-0.0183482073518828
2443,2017-12-21,-0.0181216841414577
2444,2017-12-22,-0.0180047688118609
2445,2017-12-26,-0.0179499552762785
2446,2017-12-27,-0.0179274246363423
2447,2017-12-28,-0.0178999814037883
2448,2017-12-29,-0.0178771598033966
2449,2018-01-02,-0.0181730633481843
2450,2018-01-03,-0.0179707291350527
2451,2018-01-04,-0.0179040202596138
2452,2018-01-05,-0.017889748991894
2453,2018-01-08,-0.017863300423452
2454,2018-01-09,-0.0178540360768182
2455,2018-01-10,-0.0178571684303385
2456,2018-01-11,-0.0178590714082138
2457,2018-01-12,-0.0178680688414085
2458,2018-01-16,-0.0178274245861048
2459,2018-01-17,-0.0187709695889418
2460,2018-01-18,-0.0182749344098938
2461,2018-01-19,-0.0184800345570462
2462,2018-01-22,-0.018170948452365
2463,2018-01-23,-0.0183652849647301
2464,2018-01-24,-0.0186722263166942
2465,2018-01-25,-0.018307564724082
2466,2018-01-26,-0.0182221265984999
2467,2018-01-29,-0.0186229631859282
2468,2018-01-30,-0.0181839951611233
2469,2018-01-31,-0.0194187652490186
2470,2018-02-01,-0.0184219847718277
2471,2018-02-02,-0.0156626159403446
2472,2018-02-05,-0.025062482285749
2473,2018-02-06,-0.0475456880839377
2474,2018-02-07,-0.0342857269068681
2475,2018-02-08,-0.0244175607628423
2476,2018-02-09,-0.0475469888040693
2477,2018-02-12,-0.0371153713014742
2478,2018-02-13,-0.0290001808378503
2479,2018-02-14,-0.0224550610163083
2480,2018-02-15,-0.0220995669197812
2481,2018-02-16,-0.0213369297551665
2482,2018-02-20,-0.0183781361017853
2483,2018-02-21,-0.0173803564982767
2484,2018-02-22,-0.0214288658024623
2485,2018-02-23,-0.0194301934159493
2486,2018-02-26,-0.0185201202216762
2487,2018-02-27,-0.0182908737335051
2488,2018-02-28,-0.0209766628323819
2489,2018-03-01,-0.0229410627818282
2490,2018-03-02,-0.0262168350424986
2491,2018-03-05,-0.0239702008314906
2492,2018-03-06,-0.0214352335720765
2493,2018-03-07,-0.019696690805867
2494,2018-03-08,-0.0188186479173266
2495,2018-03-09,-0.017563907716891
2496,2018-03-12,-0.0195788200705737
2497,2018-03-13,-0.0184281452756825
2498,2018-03-14,-0.023797784872373
2499,2018-03-15,-0.0230601270700953
2500,2018-03-16,-0.0220562998041651
2501,2018-03-19,-0.0208311766634553
2502,2018-03-20,-0.0257848068289064
2503,2018-03-21,-0.0243956355624255
2504,2018-03-22,-0.0233975194289339
2505,2018-03-23,-0.0309148015434142
2506,2018-03-26,-0.0346104012811162
2507,2018-03-27,-0.0334235789543912
2508,2018-03-28,-0.0373075678879936
2509,2018-03-29,-0.0344236212463442
2510,2018-04-02,-0.0319976587929375
2511,2018-04-03,-0.0364340845551682
2512,2018-04-04,-0.033405504082684
2513,2018-04-05,-0.0308428344682334
2514,2018-04-06,-0.0280139375932553
2515,2018-04-09,-0.0340267389302265
2516,2018-04-10,-0.0312116773887232
2517,2018-04-11,-0.0301464347903377
2518,2018-04-12,-0.028037465137592
2519,2018-04-13,-0.0265598079005757
2520,2018-04-16,-0.0242127734044823
2521,2018-04-17,-0.0222203506309458
2522,2018-04-18,-0.0227619606229996
2523,2018-04-19,-0.0206795155928176
2524,2018-04-20,-0.0204068393421795
2525,2018-04-23,-0.0211605998450792
2526,2018-04-24,-0.0203405418326903
2527,2018-04-25,-0.0227921668714725
2528,2018-04-26,-0.0235460095566215
2529,2018-04-27,-0.0234495132690079
2530,2018-04-30,-0.0225567344783486
2531,2018-05-01,-0.0231049365162747
2532,2018-05-02,-0.0224450698130562
2533,2018-05-03,-0.0217125850014989
2534,2018-05-04,-0.0210201553119889
2535,2018-05-07,-0.0210426638183152
2536,2018-05-08,-0.0208203500739746
2537,2018-05-09,-0.0201268322752509
2538,2018-05-10,-0.0206650501597941
2539,2018-05-11,-0.0214332686728362
2540,2018-05-14,-0.0211837862737598
2541,2018-05-15,-0.0202613838160558
2542,2018-05-16,-0.0234223529103133
2543,2018-05-17,-0.0220065120377927
2544,2018-05-18,-0.0201611032120976
2545,2018-05-21,-0.0200820108146916
2546,2018-05-22,-0.0197269688168841
2547,2018-05-23,-0.0194827562646809
2548,2018-05-24,-0.0192030880811377
