,GARCH11_VaR_99,GJR_GARCH_VaR_99,Copula_VaR_99,EVT_VaR_99
2011-10-03,-0.03776892934356415,-0.039110673852462266,-0.020777084902748173,-0.03135340984511445
2011-10-04,-0.04038168593760284,-0.042462515286328086,-0.020777084902748173,-0.03135340984511445
2011-10-05,-0.04146209066099457,-0.03940383902935615,-0.020777084902748173,-0.03135340984511445
2011-10-06,-0.042060542792712506,-0.03662547571395583,-0.020777084902748173,-0.03135340984511445
2011-10-07,-0.04136482155732473,-0.03405516068726318,-0.020777084902748173,-0.03135340984511445
2011-10-10,-0.03967796770530937,-0.03322109308293708,-0.020777084902748173,-0.03135340984511445
2011-10-11,-0.04599926926195593,-0.031534816461818875,-0.020777084902748173,-0.03135340984511445
2011-10-12,-0.04300656007578006,-0.029109726249560142,-0.020777084902748173,-0.03135340984511445
2011-10-13,-0.040665767187950924,-0.02698336441104015,-0.020777084902748173,-0.03135340984511445
2011-10-14,-0.037988308813879934,-0.02476565949780765,-0.020777084902748173,-0.03135340984511445
2011-10-17,-0.03728476564418638,-0.023801992081048096,-0.020777084902748173,-0.03135340984511445
2011-10-18,-0.037739562800451085,-0.028050814464620315,-0.020777084902748173,-0.03135340984511445
2011-10-19,-0.0384336387024041,-0.026346207231021452,-0.020777084902748173,-0.03135340984511445
2011-10-20,-0.039100735553898536,-0.030387751255076225,-0.020777084902748173,-0.03135340984511445
2011-10-21,-0.03658821790073199,-0.028731458665770208,-0.020777084902748173,-0.03135340984511445
2011-10-24,-0.03401053183249397,-0.02696693084859346,-0.020777084902748173,-0.03135340984511445
2011-10-25,-0.03556131633929675,-0.025617658615663987,-0.020777084902748173,-0.03135340984511445
2011-10-26,-0.03588662082222407,-0.02820370992025946,-0.020777084902748173,-0.03135340984511445
2011-10-27,-0.03389875642068419,-0.026629313367810905,-0.020777084902748173,-0.03135340984511445
2011-10-28,-0.04014916326922454,-0.025699417648284945,-0.020777084902748173,-0.03135340984511445
2011-10-31,-0.0378406943197566,-0.024229632048682438,-0.020777084902748173,-0.03135340984511445
2011-11-01,-0.0397505926438538,-0.030443679149365625,-0.020777084902748173,-0.03135340984511445
2011-11-02,-0.04349514862287367,-0.03815765101627007,-0.020777084902748173,-0.03135340984511445
2011-11-03,-0.04125135179037272,-0.035880456288388714,-0.020777084902748173,-0.03135340984511445
2011-11-04,-0.04161042594082313,-0.03443276335071655,-0.020777084902748173,-0.03135340984511445
2011-11-07,-0.03942738599634904,-0.032697928080257246,-0.020777084902748173,-0.03135340984511445
2011-11-08,-0.037257678328282674,-0.030817514595346745,-0.020777084902748173,-0.03135340984511445
2011-11-09,-0.03560348640094099,-0.029120966253868303,-0.020777084902748173,-0.03135340984511445
2011-11-10,-0.04465118633357911,-0.04179906795942435,-0.020777084902748173,-0.03135340984511445
2011-11-11,-0.04217408209461806,-0.039309482395815255,-0.020777084902748173,-0.03135340984511445
2011-11-14,-0.04179174723677896,-0.03756649432022365,-0.020777084902748173,-0.03135340984511445
2011-11-15,-0.04010459775465841,-0.036595175366873435,-0.020777084902748173,-0.03135340984511445
2011-11-16,-0.03897685365475784,-0.03519868634738156,-0.020777084902748173,-0.03135340984511445
2011-11-17,-0.039152841931571904,-0.03643266531899875,-0.020777084902748173,-0.03135340984511445
2011-11-18,-0.042018870983700635,-0.0393848467526358,-0.020777084902748173,-0.03135340984511445
2011-11-21,-0.0398248428508199,-0.03754233674857691,-0.020777084902748173,-0.03135340984511445
2011-11-22,-0.03832454139473535,-0.03687053882378852,-0.020777084902748173,-0.03135340984511445
2011-11-23,-0.03739108573569721,-0.03578678679103507,-0.020777084902748173,-0.03135340984511445
2011-11-25,-0.039890476058916206,-0.038711452334281436,-0.020777084902748173,-0.03135340984511445
2011-11-28,-0.038780120801346726,-0.03781074585530837,-0.020777084902748173,-0.03135340984511445
2011-11-29,-0.04220670274586158,-0.03712529654503248,-0.020777084902748173,-0.03135340984511445
2011-11-30,-0.040540961583917665,-0.03550715850994997,-0.020777084902748173,-0.03135340984511445
2011-12-01,-0.04570407886814042,-0.03963031627083233,-0.020777084902748173,-0.03135340984511445
2011-12-02,-0.04378641083558315,-0.038698878741348745,-0.020777084902748173,-0.03135340984511445
2011-12-05,-0.04236277702868216,-0.03667436145016854,-0.020777084902748173,-0.03135340984511445
2011-12-06,-0.04129511644734876,-0.03437016549020688,-0.020777084902748173,-0.03135340984511445
2011-12-07,-0.039972319415247766,-0.03136727629779617,-0.020777084902748173,-0.03135340984511445
2011-12-08,-0.03827549920166383,-0.028358753929979535,-0.020777084902748173,-0.03135340984511445
2011-12-09,-0.03927359704372864,-0.03313314264966336,-0.020777084902748173,-0.03135340984511445
2011-12-12,-0.03860328222247911,-0.03236865823823232,-0.020777084902748173,-0.03135340984511445
2011-12-13,-0.03878373812687856,-0.03382961806987814,-0.020777084902748173,-0.03135340984511445
2011-12-14,-0.03781497832216356,-0.03308498616362654,-0.020777084902748173,-0.03135340984511445
2011-12-15,-0.03746935882355576,-0.032940429782725836,-0.020777084902748173,-0.03135340984511445
2011-12-16,-0.03571293066020253,-0.031447506949371574,-0.020777084902748173,-0.03135340984511445
2011-12-19,-0.03458324730562297,-0.030244675584141657,-0.020777084902748173,-0.03135340984511445
2011-12-20,-0.034062719657691205,-0.03057934506456834,-0.020777084902748173,-0.03135340984511445
2011-12-21,-0.03749140894380982,-0.03186202377790313,-0.020777084902748173,-0.03135340984511445
2011-12-22,-0.035879961084930495,-0.030095294894396992,-0.020777084902748173,-0.03135340984511445
2011-12-23,-0.03579169006553757,-0.02991363439723655,-0.020777084902748173,-0.03135340984511445
2011-12-27,-0.03440599605501096,-0.028268555595922173,-0.020777084902748173,-0.03135340984511445
2011-12-28,-0.032977662571398655,-0.026664008157044054,-0.020777084902748173,-0.03135340984511445
2011-12-29,-0.03259293710728409,-0.027703648456024407,-0.020777084902748173,-0.03135340984511445
2011-12-30,-0.03186470952464978,-0.026897391256454198,-0.020777084902748173,-0.03135340984511445
2012-01-03,-0.030319527387535784,-0.025381131840593332,-0.020777084902748173,-0.03135340984511445
2012-01-04,-0.03244208165283032,-0.027032444028068918,-0.020777084902748173,-0.03135340984511445
2012-01-05,-0.03120498795068079,-0.025297132916534786,-0.020777084902748173,-0.03135340984511445
2012-01-06,-0.030581039394398477,-0.024485222779042165,-0.020777084902748173,-0.03135340984511445
2012-01-09,-0.029438092795823188,-0.022788942829556957,-0.020777084902748173,-0.03135340984511445
2012-01-10,-0.027909635655719998,-0.021161550710911588,-0.020777084902748173,-0.03135340984511445
2012-01-11,-0.026694784730147636,-0.02004074284590123,-0.020777084902748173,-0.03135340984511445
2012-01-12,-0.025047629836678156,-0.01868536735284971,-0.020777084902748173,-0.03135340984511445
2012-01-13,-0.023870257474938008,-0.017879495315753464,-0.020777084902748173,-0.03135340984511445
2012-01-17,-0.023090867982378072,-0.01808422124681589,-0.020777084902748173,-0.03135340984511445
2012-01-18,-0.021748611725720353,-0.01734551048485225,-0.020777084902748173,-0.03135340984511445
2012-01-19,-0.02334601004252026,-0.017367371475304212,-0.020777084902748173,-0.03135340984511445
2012-01-20,-0.02244052843487398,-0.016668107076109114,-0.020777084902748173,-0.03135340984511445
2012-01-23,-0.021230183134946953,-0.015979618752432815,-0.020777084902748173,-0.03135340984511445
2012-01-24,-0.020183516167802087,-0.015339927059305872,-0.020777084902748173,-0.03135340984511445
2012-01-25,-0.019352086965954116,-0.015119328807877624,-0.020777084902748173,-0.03135340984511445
2012-01-26,-0.021659375963673313,-0.01541221356976933,-0.020777084902748173,-0.03135340984511445
2012-01-27,-0.020873066080425995,-0.015211596660111331,-0.020777084902748173,-0.03135340984511445
2012-01-30,-0.01976753046002813,-0.014610944242598975,-0.020777084902748173,-0.03135340984511445
2012-01-31,-0.018638575235029983,-0.013839469749715384,-0.020777084902748173,-0.03135340984511445
2012-02-01,-0.017716966225711516,-0.01328732654760785,-0.020777084902748173,-0.03135340984511445
2012-02-02,-0.01690906666533377,-0.012964053632743108,-0.020777084902748173,-0.03135340984511445
2012-02-03,-0.0167401402951974,-0.012712617898166231,-0.020777084902748173,-0.03135340984511445
2012-02-06,-0.017253635030749104,-0.012757898671173164,-0.020777084902748173,-0.03135340984511445
2012-02-07,-0.016390127123766838,-0.012027922248603419,-0.020777084902748173,-0.03135340984511445
2012-02-08,-0.015582284147141199,-0.011252098951479496,-0.020777084902748173,-0.03135340984511445
2012-02-09,-0.01606343534662555,-0.011400596456618839,-0.020777084902748173,-0.03135340984511445
2012-02-10,-0.015021447212062769,-0.01053108150076144,-0.020777084902748173,-0.03135340984511445
2012-02-13,-0.016370023310819833,-0.013764987121715599,-0.020777084902748173,-0.03135340984511445
2012-02-14,-0.01724633303054785,-0.013582420434117637,-0.020777084902748173,-0.03135340984511445
2012-02-15,-0.01591946346252285,-0.012996519222401805,-0.020777084902748173,-0.03135340984511445
2012-02-16,-0.016050937518190124,-0.0148486950055181,-0.020777084902748173,-0.03135340984511445
2012-02-17,-0.01784960507827103,-0.01464307345462234,-0.020777084902748173,-0.03135340984511445
2012-02-21,-0.01706015569560639,-0.013898314830173297,-0.020777084902748173,-0.03135340984511445
2012-02-22,-0.016056467797725966,-0.013010033665153829,-0.020777084902748173,-0.03135340984511445
2012-02-23,-0.015523471596814829,-0.012427859803918792,-0.020777084902748173,-0.03135340984511445
2012-02-24,-0.01483547176242694,-0.01194903742562227,-0.020777084902748173,-0.03135340984511445
2012-02-27,-0.013895856489524846,-0.011433967937210186,-0.020777084902748173,-0.03135340984511445
2012-02-28,-0.013336962610031845,-0.010996101801499113,-0.020777084902748173,-0.03135340984511445
2012-02-29,-0.012793763571142988,-0.010611205883534008,-0.020777084902748173,-0.03135340984511445
2012-03-01,-0.015143634360862206,-0.014012844190660246,-0.020777084902748173,-0.03135340984511445
2012-03-02,-0.015596742375259315,-0.013467590799215941,-0.020777084902748173,-0.03135340984511445
2012-03-05,-0.015000546700247877,-0.012830892766411119,-0.020777084902748173,-0.03135340984511445
2012-03-06,-0.017530751482973488,-0.01749793553610462,-0.020777084902748173,-0.03135340984511445
2012-03-07,-0.01998279919448992,-0.021736276361874442,-0.020777084902748173,-0.03135340984511445
2012-03-08,-0.01893629521064708,-0.020243390776645165,-0.020777084902748173,-0.03135340984511445
2012-03-09,-0.018884305925503286,-0.01915193075233282,-0.020777084902748173,-0.03135340984511445
2012-03-12,-0.017833055213992054,-0.01787807016374187,-0.020777084902748173,-0.03135340984511445
2012-03-13,-0.01704173989926439,-0.017257331467048508,-0.020777084902748173,-0.03135340984511445
2012-03-14,-0.020868588113173072,-0.01646969724224456,-0.020777084902748173,-0.03135340984511445
2012-03-15,-0.019521426492029533,-0.015882382663224205,-0.020777084902748173,-0.03135340984511445
2012-03-16,-0.018771858751984987,-0.015103049523251602,-0.020777084902748173,-0.03135340984511445
2012-03-19,-0.01779951906737195,-0.014518287727687281,-0.020777084902748173,-0.03135340984511445
2012-03-20,-0.0169543382977207,-0.01380516741614083,-0.020777084902748173,-0.03135340984511445
2012-03-21,-0.016571133674828476,-0.014041323815218613,-0.020777084902748173,-0.03135340984511445
2012-03-22,-0.015901805482528675,-0.013617729665629484,-0.020777084902748173,-0.03135340984511445
2012-03-23,-0.01595482827593398,-0.014464663395188485,-0.020777084902748173,-0.03135340984511445
2012-03-26,-0.01528251433455199,-0.014059939845960382,-0.020777084902748173,-0.03135340984511445
2012-03-27,-0.017292109930553027,-0.013693472674801262,-0.020777084902748173,-0.03135340984511445
2012-03-28,-0.016463523582243195,-0.013245311560126368,-0.020777084902748173,-0.03135340984511445
2012-03-29,-0.015823759954256052,-0.012986068143208556,-0.020777084902748173,-0.03135340984511445
2012-03-30,-0.01537809090885381,-0.01300138993088324,-0.020777084902748173,-0.03135340984511445
2012-04-02,-0.014708176281796303,-0.012518614625098411,-0.020777084902748173,-0.03135340984511445
2012-04-03,-0.014630369437293265,-0.01215233121871763,-0.020777084902748173,-0.03135340984511445
2012-04-04,-0.01512972750152244,-0.013784440235929453,-0.020777084902748173,-0.03135340984511445
2012-04-05,-0.017753408669175044,-0.01876604524055167,-0.020777084902748173,-0.03135340984511445
2012-04-09,-0.016933184496433416,-0.01790908504265059,-0.020777084902748173,-0.03135340984511445
2012-04-10,-0.016842258487463832,-0.018158491114834988,-0.020777084902748173,-0.03135340984511445
2012-04-11,-0.019049007394301237,-0.02177941221277962,-0.020777084902748173,-0.03135340984511445
2012-04-12,-0.01838035184704675,-0.020728915929175192,-0.020777084902748173,-0.03135340984511445
2012-04-13,-0.01943204614460675,-0.019727380120957354,-0.020777084902748173,-0.03135340984511445
2012-04-16,-0.022295431770828232,-0.02474169116124091,-0.020777084902748173,-0.03135340984511445
2012-04-17,-0.02169945024744071,-0.02431794582670382,-0.020777084902748173,-0.03135340984511445
2012-04-18,-0.02301436814761289,-0.022954232980307757,-0.020777084902748173,-0.03135340984511445
2012-04-19,-0.022321863237042522,-0.022739618165325992,-0.020777084902748173,-0.03135340984511445
2012-04-20,-0.021833171860491926,-0.02276148350256945,-0.020777084902748173,-0.03135340984511445
2012-04-23,-0.020682076656686574,-0.021621460311082894,-0.020777084902748173,-0.03135340984511445
2012-04-24,-0.019890301594644055,-0.021089007108050447,-0.020777084902748173,-0.03135340984511445
2012-04-25,-0.018869034062646055,-0.020218810970225754,-0.020777084902748173,-0.03135340984511445
2012-04-26,-0.02080853659850968,-0.019270919508546768,-0.020777084902748173,-0.03135340984511445
2012-04-27,-0.019863120830016148,-0.018417747282928713,-0.020777084902748173,-0.03135340984511445
2012-04-30,-0.018742214002027763,-0.01771930992395517,-0.020777084902748173,-0.03135340984511445
2012-05-01,-0.01802969777780038,-0.017668345612968917,-0.020777084902748173,-0.03135340984511445
2012-05-02,-0.017474194294118433,-0.016885000959325436,-0.020777084902748173,-0.03135340984511445
2012-05-03,-0.016948243104276176,-0.017024793826054624,-0.020777084902748173,-0.03135340984511445
2012-05-04,-0.01716941720406458,-0.018317523928528007,-0.020777084902748173,-0.03135340984511445
2012-05-07,-0.02073521652256811,-0.024563745721321383,-0.020777084902748173,-0.03135340984511445
2012-05-08,-0.019288059812501458,-0.023239653718503676,-0.020777084902748173,-0.03135340984511445
2012-05-09,-0.018341111616247827,-0.02254427686523909,-0.020777084902748173,-0.03135340984511445
2012-05-10,-0.0177190024149546,-0.021916551389306187,-0.020777084902748173,-0.03135340984511445
2012-05-11,-0.016872282391232826,-0.020921022686092337,-0.020777084902748173,-0.03135340984511445
2012-05-14,-0.01631114138784076,-0.020327654134593812,-0.020777084902748173,-0.03135340984511445
2012-05-15,-0.018174609707850422,-0.023784094719128894,-0.020777084902748173,-0.03135340984511445
2012-05-16,-0.0180023215391019,-0.024082560511359066,-0.020777084902748173,-0.03135340984511445
2012-05-17,-0.017327945281763422,-0.023229282813581498,-0.020777084902748173,-0.03135340984511445
2012-05-18,-0.018053812110967755,-0.02434871566730671,-0.020777084902748173,-0.03135340984511445
2012-05-21,-0.01822053816026444,-0.024251860999742976,-0.020777084902748173,-0.03135340984511445
2012-05-22,-0.01960266389563938,-0.02297182183431261,-0.020777084902748173,-0.03135340984511445
2012-05-23,-0.01855469186831597,-0.02187882070731582,-0.020777084902748173,-0.03135340984511445
2012-05-24,-0.01778388972343125,-0.02074981117110369,-0.020777084902748173,-0.03135340984511445
2012-05-25,-0.017256426417792403,-0.02028291552112729,-0.020777084902748173,-0.03135340984511445
2012-05-29,-0.01637692269901673,-0.019212011877325717,-0.020777084902748173,-0.03135340984511445
2012-05-30,-0.016993124321995925,-0.018193723077358927,-0.020777084902748173,-0.03135340984511445
2012-05-31,-0.016788086589349275,-0.018485648975252962,-0.020777084902748173,-0.03135340984511445
2012-06-01,-0.016134006017645766,-0.01770645371317411,-0.020777084902748173,-0.03135340984511445
2012-06-04,-0.019880311437700447,-0.024965864340702772,-0.020777084902748173,-0.03135340984511445
2012-06-05,-0.01946180037405243,-0.024585821804433697,-0.020777084902748173,-0.03135340984511445
2012-06-06,-0.019083466848471342,-0.0232367996519188,-0.020777084902748173,-0.03135340984511445
2012-06-07,-0.022045221988142225,-0.021898175789590826,-0.020777084902748173,-0.03135340984511445
2012-06-08,-0.021249521424787796,-0.02163815909610882,-0.020777084902748173,-0.03135340984511445
2012-06-11,-0.021199732653868816,-0.020432634721882517,-0.020777084902748173,-0.03135340984511445
2012-06-12,-0.02132339986894916,-0.02188399427091964,-0.020777084902748173,-0.03135340984511445
2012-06-13,-0.021694346636304505,-0.020622536332755313,-0.020777084902748173,-0.03135340984511445
2012-06-14,-0.02074242408416463,-0.020153827710078828,-0.020777084902748173,-0.03135340984511445
2012-06-15,-0.019848752055940683,-0.01905436952520377,-0.020777084902748173,-0.03135340984511445
2012-06-18,-0.0201662499185479,-0.017999560686384072,-0.020777084902748173,-0.03135340984511445
2012-06-19,-0.018979939188057845,-0.016957567609557248,-0.020777084902748173,-0.03135340984511445
2012-06-20,-0.02010463218445773,-0.01612138779885307,-0.020777084902748173,-0.03135340984511445
2012-06-21,-0.019151505193823623,-0.015287623898444081,-0.020777084902748173,-0.03135340984511445
2012-06-22,-0.02551665566496482,-0.029479125777515044,-0.020777084902748173,-0.03135340984511445
2012-06-25,-0.02439193304323264,-0.027532155644339633,-0.020777084902748173,-0.03135340984511445
2012-06-26,-0.025652452372704356,-0.030780052729592316,-0.020777084902748173,-0.03135340984511445
2012-06-27,-0.02396759064397138,-0.02852546425024679,-0.020777084902748173,-0.03135340984511445
2012-06-28,-0.02400624848104375,-0.026641545094688125,-0.020777084902748173,-0.03135340984511445
2012-06-29,-0.02265262658270047,-0.025365505839221647,-0.020777084902748173,-0.03135340984511445
2012-07-02,-0.025410538367999377,-0.023701772691062613,-0.020777084902748173,-0.03135340984511445
2012-07-03,-0.023783136531065636,-0.022113101727214694,-0.020777084902748173,-0.03135340984511445
2012-07-05,-0.02294398073208555,-0.020805884649320344,-0.020777084902748173,-0.03135340984511445
2012-07-06,-0.02201326561672846,-0.020494820913322824,-0.020777084902748173,-0.03135340984511445
2012-07-09,-0.022099539963861835,-0.022079556538956366,-0.020777084902748173,-0.03135340984511445
2012-07-10,-0.02091783940558135,-0.020963653351233145,-0.020777084902748173,-0.03135340984511445
2012-07-11,-0.021175994077818294,-0.022467435978072815,-0.020777084902748173,-0.03135340984511445
2012-07-12,-0.020112278779270562,-0.021335596978675094,-0.020777084902748173,-0.03135340984511445
2012-07-13,-0.020095771136444167,-0.02207963567925424,-0.020777084902748173,-0.03135340984511445
2012-07-16,-0.021807447302662656,-0.020941551595397997,-0.020777084902748173,-0.03135340984511445
2012-07-17,-0.02088449908340453,-0.020214471473716637,-0.020777084902748173,-0.03135340984511445
2012-07-18,-0.019966808907961795,-0.019256532288231154,-0.020777084902748173,-0.03135340984511445
2012-07-19,-0.020093229539707574,-0.018419891179888126,-0.020777084902748173,-0.03135340984511445
2012-07-20,-0.019335058112482296,-0.017560483624284477,-0.020777084902748173,-0.03135340984511445
2012-07-23,-0.019261860270525788,-0.018296382395469626,-0.020777084902748173,-0.03135340984511445
2012-07-24,-0.018616249887734977,-0.017542254285881107,-0.020777084902748173,-0.03135340984511445
2012-07-25,-0.018152535158317377,-0.017095873413668673,-0.020777084902748173,-0.03135340984511445
2012-07-26,-0.017071659944279713,-0.01585732746425482,-0.020777084902748173,-0.03135340984511445
2012-07-27,-0.017340753380531128,-0.015481281325507332,-0.020777084902748173,-0.03135340984511445
2012-07-30,-0.018299831611065773,-0.014181990462419957,-0.020777084902748173,-0.03135340984511445
2012-07-31,-0.01766055546870643,-0.013206963395675505,-0.020777084902748173,-0.03135340984511445
2012-08-01,-0.016610273842959572,-0.012594317612499687,-0.020777084902748173,-0.03135340984511445
2012-08-02,-0.015682957920590972,-0.012284866559569563,-0.020777084902748173,-0.03135340984511445
2012-08-03,-0.015504367842733496,-0.013049991265493993,-0.020777084902748173,-0.03135340984511445
2012-08-06,-0.01717090059589173,-0.01345083646156367,-0.020777084902748173,-0.03135340984511445
2012-08-07,-0.01611894083819131,-0.012557697378800461,-0.020777084902748173,-0.03135340984511445
2012-08-08,-0.015723313793395737,-0.011780138946048947,-0.020777084902748173,-0.03135340984511445
2012-08-09,-0.015278281625906835,-0.011372894434131267,-0.020777084902748173,-0.03135340984511445
2012-08-10,-0.014907782082070883,-0.011979430390776957,-0.020777084902748173,-0.03135340984511445
2012-08-13,-0.014655593484911673,-0.01152525943437006,-0.020777084902748173,-0.03135340984511445
2012-08-14,-0.01376630677707792,-0.010836817446054492,-0.020777084902748173,-0.03135340984511445
2012-08-15,-0.013500656064648458,-0.010737087051094088,-0.020777084902748173,-0.03135340984511445
2012-08-16,-0.01294504964023386,-0.010280463159962948,-0.020777084902748173,-0.03135340984511445
2012-08-17,-0.012904894890861867,-0.009860709506852543,-0.020777084902748173,-0.03135340984511445
2012-08-20,-0.012218135320201265,-0.00958031605891638,-0.020777084902748173,-0.03135340984511445
2012-08-21,-0.01159388751223054,-0.009290301071941537,-0.020777084902748173,-0.03135340984511445
2012-08-22,-0.010912640644294968,-0.008845739030934583,-0.020777084902748173,-0.03135340984511445
2012-08-23,-0.01022596905054684,-0.008614316346932601,-0.020777084902748173,-0.03135340984511445
2012-08-24,-0.011839019393071186,-0.011154701136724433,-0.020777084902748173,-0.03135340984511445
2012-08-27,-0.01165904298869999,-0.010756787315008108,-0.020777084902748173,-0.03135340984511445
2012-08-28,-0.011073587435371502,-0.010307462676500671,-0.020777084902748173,-0.03135340984511445
2012-08-29,-0.010634081157573312,-0.010035181388835883,-0.020777084902748173,-0.03135340984511445
2012-08-30,-0.010072750959301515,-0.009707769323456617,-0.020777084902748173,-0.03135340984511445
2012-08-31,-0.011632748757960672,-0.011886256233383734,-0.020777084902748173,-0.03135340984511445
2012-09-04,-0.01186214300395606,-0.011437349482485211,-0.020777084902748173,-0.03135340984511445
2012-09-05,-0.012580914294491794,-0.012765437559398655,-0.020777084902748173,-0.03135340984511445
2012-09-06,-0.011969859084823403,-0.012269342964975309,-0.020777084902748173,-0.03135340984511445
2012-09-07,-0.016267811028121158,-0.011967522799432945,-0.020777084902748173,-0.03135340984511445
2012-09-10,-0.015154657450261705,-0.01146719638176554,-0.020777084902748173,-0.03135340984511445
2012-09-11,-0.015902662844093425,-0.013674783897103915,-0.020777084902748173,-0.03135340984511445
2012-09-12,-0.01498128021424811,-0.012824462231323542,-0.020777084902748173,-0.03135340984511445
2012-09-13,-0.01445532830224506,-0.012229946065310889,-0.020777084902748173,-0.03135340984511445
2012-09-14,-0.015467154070931462,-0.011751823184967128,-0.020777084902748173,-0.03135340984511445
2012-09-17,-0.014827198188149879,-0.011277626885232742,-0.020777084902748173,-0.03135340984511445
2012-09-18,-0.014447392024681654,-0.0113747303054108,-0.020777084902748173,-0.03135340984511445
2012-09-19,-0.013900865038904548,-0.0109432368992308,-0.020777084902748173,-0.03135340984511445
2012-09-20,-0.013372551980756339,-0.01054616115941793,-0.020777084902748173,-0.03135340984511445
2012-09-21,-0.012845797063549623,-0.010134413768051157,-0.020777084902748173,-0.03135340984511445
2012-09-24,-0.012270367011036249,-0.009695663739438481,-0.020777084902748173,-0.03135340984511445
2012-09-25,-0.012189212618162432,-0.010071345959087905,-0.020777084902748173,-0.03135340984511445
2012-09-26,-0.013719340067159476,-0.013711770898810047,-0.020777084902748173,-0.03135340984511445
2012-09-27,-0.014064794860865025,-0.014687892363503869,-0.020777084902748173,-0.03135340984511445
2012-09-28,-0.014814991983509159,-0.01408053262889502,-0.020777084902748173,-0.03135340984511445
2012-10-01,-0.014705908346974432,-0.014334246273375012,-0.020777084902748173,-0.03135340984511445
2012-10-02,-0.014203154578285927,-0.013721880382230024,-0.020777084902748173,-0.03135340984511445
2012-10-03,-0.013669537736606348,-0.01301059399202483,-0.020777084902748173,-0.03135340984511445
2012-10-04,-0.013204236976565462,-0.012465951464291698,-0.020777084902748173,-0.03135340984511445
2012-10-05,-0.01325536228588418,-0.01195526040892577,-0.020777084902748173,-0.03135340984511445
2012-10-08,-0.013638614480895492,-0.01321101408983825,-0.020777084902748173,-0.03135340984511445
2012-10-09,-0.013581082853186686,-0.013412115724116587,-0.020777084902748173,-0.03135340984511445
2012-10-10,-0.014257714430454111,-0.015128896465112368,-0.020777084902748173,-0.03135340984511445
2012-10-11,-0.014059319128077973,-0.014958526440688506,-0.020777084902748173,-0.03135340984511445
2012-10-12,-0.013548118962187267,-0.014194180456269724,-0.020777084902748173,-0.03135340984511445
2012-10-15,-0.013247028857939174,-0.013767146927200099,-0.020777084902748173,-0.03135340984511445
2012-10-16,-0.013210439081676352,-0.013188008333154706,-0.020777084902748173,-0.03135340984511445
2012-10-17,-0.013537878260110821,-0.01264763880273413,-0.020777084902748173,-0.03135340984511445
2012-10-18,-0.013101128007445829,-0.012154597126569851,-0.020777084902748173,-0.03135340984511445
2012-10-19,-0.013404469007375838,-0.013131276384516846,-0.020777084902748173,-0.03135340984511445
2012-10-22,-0.01867238153973543,-0.025146578413988055,-0.020777084902748173,-0.03135340984511445
2012-10-23,-0.017591206142419546,-0.023265529366079004,-0.020777084902748173,-0.03135340984511445
2012-10-24,-0.017575375735671098,-0.023145705486615313,-0.020777084902748173,-0.03135340984511445
2012-10-25,-0.016942526617858663,-0.021890872477844155,-0.020777084902748173,-0.03135340984511445
2012-10-26,-0.01612638117904685,-0.020337308382858747,-0.020777084902748173,-0.03135340984511445
2012-10-31,-0.01622173694536275,-0.01938330748034383,-0.020777084902748173,-0.03135340984511445
2012-11-01,-0.015475122876580965,-0.018017882413884367,-0.020777084902748173,-0.03135340984511445
2012-11-02,-0.01636852186332987,-0.017743182176116493,-0.020777084902748173,-0.03135340984511445
2012-11-05,-0.01743229987911298,-0.0212602162968666,-0.020777084902748173,-0.03135340984511445
2012-11-06,-0.01694380037074142,-0.01955909261699308,-0.020777084902748173,-0.03135340984511445
2012-11-07,-0.016936387266966838,-0.018430188449985854,-0.020777084902748173,-0.03135340984511445
2012-11-08,-0.020894971234578466,-0.028791320477980182,-0.020777084902748173,-0.03135340984511445
2012-11-09,-0.020045386031216354,-0.02712331006857624,-0.020777084902748173,-0.03135340984511445
2012-11-12,-0.019256128398157702,-0.02481194928691213,-0.020777084902748173,-0.03135340984511445
2012-11-13,-0.019028102623482118,-0.024358250895523747,-0.020777084902748173,-0.03135340984511445
2012-11-14,-0.018823893644713933,-0.024093060115549358,-0.020777084902748173,-0.03135340984511445
2012-11-15,-0.01945584685400252,-0.026077326511975512,-0.020777084902748173,-0.03135340984511445
2012-11-16,-0.01885505124081095,-0.024678377678922662,-0.020777084902748173,-0.03135340984511445
2012-11-19,-0.018298802199916118,-0.023237045799737226,-0.020777084902748173,-0.03135340984511445
2012-11-20,-0.02082273127966446,-0.02218795381114056,-0.020777084902748173,-0.03135340984511445
2012-11-21,-0.02003028465849181,-0.02138190161899825,-0.020777084902748173,-0.03135340984511445
2012-11-23,-0.019480952918186575,-0.020233646206540976,-0.020777084902748173,-0.03135340984511445
2012-11-26,-0.019706301787854128,-0.019226565821419538,-0.020777084902748173,-0.03135340984511445
2012-11-27,-0.019083155969451992,-0.018184289046247522,-0.020777084902748173,-0.03135340984511445
2012-11-28,-0.018619380640180885,-0.01796148435248153,-0.020777084902748173,-0.03135340984511445
2012-11-29,-0.01818872871962082,-0.017057577711636917,-0.020777084902748173,-0.03135340984511445
2012-11-30,-0.017808048518224578,-0.016123747992756107,-0.020777084902748173,-0.03135340984511445
2012-12-03,-0.017528554691155784,-0.01578562184346223,-0.020777084902748173,-0.03135340984511445
2012-12-04,-0.017351043482548872,-0.016841315362883268,-0.020777084902748173,-0.03135340984511445
2012-12-05,-0.016996225697160246,-0.015557653381495985,-0.020777084902748173,-0.03135340984511445
