Date,Hist,Param,GJR,EVT,Hybrid
2016-11-28,-0.059560719907973805,-0.06442711146923691,-0.049707253682688995,-0.0997681932088107,-0.0672282445933201
2016-11-29,-0.059584476470777886,-0.0644627304381542,-0.04975807721127962,-0.0997681932088107,-0.06726127644356894
2016-11-30,-0.05960823303358197,-0.06450713567899818,-0.049822439195335314,-0.0997681932088107,-0.06730310738830154
2016-12-01,-0.05963198959638605,-0.06455869490983654,-0.04990694375031938,-0.0997681932088107,-0.06735802660755971
2016-12-02,-0.059655746159190115,-0.06460947153272045,-0.0501887895539651,-0.0997681932088107,-0.0675412298265552
2016-12-05,-0.05965486714296171,-0.0646003177614561,-0.0503918552039668,-0.0997681932088107,-0.06767340052964035
2016-12-06,-0.0596539881267333,-0.06460403957794605,-0.04930383131154055,-0.0997681932088107,-0.06696618033483687
2016-12-07,-0.05965310911050488,-0.06460729175392474,-0.0483471650327268,-0.0997681932088107,-0.06634434472058395
2016-12-08,-0.05965223009427648,-0.06460778045432702,-0.04732462029406924,-0.0997681932088107,-0.06567968910074656
2016-12-09,-0.05965135107804807,-0.06461148024686247,-0.04643860232395873,-0.0997681932088107,-0.0651037765331167
2016-12-12,-0.059650472061819663,-0.0645961196434858,-0.04564614810549703,-0.0997681932088107,-0.06458867982858936
2016-12-13,-0.059649593045591254,-0.06456403220851839,-0.045002048495764474,-0.0997681932088107,-0.06417001438694277
2016-12-14,-0.05964871402936284,-0.06453465211516798,-0.04441205099738803,-0.0997681932088107,-0.06378651604145619
2016-12-15,-0.059647835013134434,-0.06451595546188787,-0.04390859469556631,-0.0997681932088107,-0.06345927057433319
2016-12-16,-0.059646955996906025,-0.06345043343090964,-0.043443743445362885,-0.0997681932088107,-0.06315711828803984
2016-12-19,-0.0596460769806776,-0.06342488384222789,-0.043042983955467476,-0.0997681932088107,-0.06289662750697543
2016-12-20,-0.059645197964449205,-0.06340995685606585,-0.04260607359969101,-0.0997681932088107,-0.06261263954708587
2016-12-21,-0.059645197964449205,-0.06236100444428196,-0.0420989455538429,-0.0997681932088107,-0.062283008036625134
2016-12-22,-0.059645197964449205,-0.06238961470755561,-0.041666091404808606,-0.0997681932088107,-0.06200165487025634
2016-12-23,-0.059645197964449205,-0.06241622977740956,-0.041285435004344714,-0.0997681932088107,-0.06175423298728773
2016-12-27,-0.059645197964449205,-0.0624428053939816,-0.04082407393873242,-0.0997681932088107,-0.061454350282521754
2016-12-28,-0.059645197964449205,-0.06247087874063445,-0.04582733085737719,-0.0997681932088107,-0.06120202564162
2016-12-29,-0.059645197964449205,-0.06250784763126953,-0.04587163932892903,-0.0997681932088107,-0.061227443039144236
2016-12-30,-0.059645197964449205,-0.06254196096296351,-0.04578661044698658,-0.0997681932088107,-0.06117867813859157
2017-01-03,-0.059645197964449205,-0.06257536653085391,-0.04591967547578891,-0.0997681932088107,-0.06125499795253944
2017-01-04,-0.059645197964449205,-0.06260381256784812,-0.040601353038310986,-0.0997681932088107,-0.06130959618909425
2017-01-05,-0.059645197964449205,-0.06262969109173021,-0.04065146628801767,-0.0997681932088107,-0.061342172219515254
2017-01-06,-0.05956569536842042,-0.06260731213837174,-0.040705360329974224,-0.0997681932088107,-0.06137720555726666
2017-01-09,-0.05948619277239166,-0.06258593144842722,-0.04060210095620913,-0.0997681932088107,-0.06131008735698068
2017-01-10,-0.059406690176362874,-0.061614631723544325,-0.040505620956396766,-0.0997681932088107,-0.06124737591302651
2017-01-11,-0.059327187580334104,-0.0615943847747855,-0.04036397815209035,-0.0997681932088107,-0.06115530830290093
2017-01-12,-0.05921570119163451,-0.06153690448153744,-0.04023671422806876,-0.0997681932088107,-0.061072586655719296
2017-01-13,-0.05910421480293492,-0.06149158772422124,-0.04019380552097754,-0.0997681932088107,-0.06104469619741654
2017-01-17,-0.058939893217896666,-0.061408560552224795,-0.04015414467467098,-0.0997681932088107,-0.061018916647825834
2017-01-18,-0.0587755716328584,-0.061325007874635046,-0.04019404177038602,-0.0997681932088107,-0.06104484996267433
2017-01-19,-0.058611250047820154,-0.062202637844895395,-0.04023140474013512,-0.0997681932088107,-0.061069135974014706
2017-01-20,-0.05844692846278189,-0.062140521919067604,-0.040282584420707944,-0.0997681932088107,-0.0611024031034934
2017-01-23,-0.058282606877743635,-0.062050687048775574,-0.04033509431579562,-0.0997681932088107,-0.06113653465784123
2017-01-24,-0.058118285292705386,-0.061947421077330186,-0.04039897029630208,-0.0997681932088107,-0.061178054221764935
2017-01-25,-0.05795396370766714,-0.061837233553073974,-0.040405632343728244,-0.0997681932088107,-0.06118238495536586
2017-01-26,-0.057768467042040625,-0.06170878756598597,-0.040257151518906784,-0.0997681932088107,-0.06108587237802871
2017-01-27,-0.05758297037641409,-0.06252327825693701,-0.04013035009120127,-0.0997681932088107,-0.061003451358891486
2017-01-30,-0.05739747371078758,-0.06234372225694642,-0.04001342656286119,-0.0997681932088107,-0.06092745098411062
2017-01-31,-0.057211977045161067,-0.0621652606223916,-0.039898922299860404,-0.0997681932088107,-0.060853023309444275
2017-02-01,-0.056970015686924426,-0.0619540517025028,-0.03976319800270878,-0.0997681932088107,-0.060764802506334856
2017-02-02,-0.056728054328687785,-0.06174817067758241,-0.03960226917284375,-0.0997681932088107,-0.06066019917177668
2017-02-03,-0.05648609297045115,-0.061523749436455666,-0.03942935270342058,-0.0997681932088107,-0.060547812073947674
2017-02-06,-0.05617157346755917,-0.06125659108137409,-0.039266956511938296,-0.0997681932088107,-0.06044225556683723
2017-02-07,-0.0558570539646672,-0.06098537508298325,-0.0391244882953107,-0.0997681932088107,-0.06034965191028307
2017-02-08,-0.055542534461775206,-0.060719227324716255,-0.038999373405010376,-0.0997681932088107,-0.0602683310224776
2017-02-09,-0.055228014958883236,-0.06145136884483365,-0.03877075713224891,-0.0997681932088107,-0.06011975175848111
2017-02-10,-0.05491349545599124,-0.06116458358763425,-0.03857084823145869,-0.0997681932088107,-0.059989820882556756
2017-02-13,-0.05459897595309926,-0.06085903163678864,-0.03828575350254153,-0.0997681932088107,-0.0598045155162657
