,Date,HistVaR_99,ParamVaR_T_99,GJR_GARCH_VaR_99,EVT_VaR_99,VaR_Hybrid_Final
837,2011-08-05,-0.0183408614986906,-0.0183968276493919,-0.0310267660388002,-0.0313534098451144,-0.0310609424605528
838,2011-08-08,-0.0205232505524928,-0.0201613085771084,-0.0295600207027675,-0.0313534098451144,-0.0297393917715276
839,2011-08-09,-0.0205232505524928,-0.0213849852624118,-0.0632993760274798,-0.0313534098451144,-0.0601048673770236
840,2011-08-10,-0.0239999736568197,-0.0217409381316481,-0.0589357769346946,-0.0313534098451144,-0.0561777558065224
841,2011-08-11,-0.0239999736568197,-0.0224697045524603,-0.0638286516582126,-0.0313534098451144,-0.0605812065287566
842,2011-08-12,-0.0239999736568197,-0.02248492370024,-0.0562275575963552,-0.0313534098451144,-0.0537401012753084
843,2011-08-15,-0.0239999736568197,-0.0226224701238565,-0.0482818648666087,-0.0313534098451144,-0.0465889969132048
844,2011-08-16,-0.0239999736568197,-0.0341861336095139,-0.0426906509669826,-0.0313534098451144,-0.0415569412563692
845,2011-08-17,-0.0239999736568197,-0.0341375716497145,-0.0381727555532829,-0.0313534098451144,-0.0374908315116329
846,2011-08-18,-0.027412687735246,-0.0346995262140463,-0.0316829117645619,-0.0313534098451144,-0.0316499660931011
847,2011-08-19,-0.027412687735246,-0.034929301977157,-0.0495223788082154,-0.0313534098451144,-0.047705603285077
848,2011-08-22,-0.027412687735246,-0.03506073760524,-0.0473173249226979,-0.0313534098451144,-0.0457209733636014
849,2011-08-23,-0.027412687735246,-0.0244791811933063,-0.041867006599548,-0.0313534098451144,-0.0408156962863617
850,2011-08-24,-0.027412687735246,-0.0354089023603255,-0.0385864897843766,-0.0313534098451144,-0.0378632114322618
851,2011-08-25,-0.027412687735246,-0.0246347107277966,-0.0339538789094727,-0.0313534098451144,-0.0336938473699445
852,2011-08-26,-0.027412687735246,-0.0356778519364556,-0.0340136544917611,-0.0313534098451144,-0.0337476412821202
853,2011-08-29,-0.027412687735246,-0.0361753891128587,-0.0318298366334492,-0.0313534098451144,-0.0317821959947725
854,2011-08-30,-0.027412687735246,-0.0249290660169627,-0.0303863524285541,-0.0313534098451144,-0.0304830540039108
855,2011-08-31,-0.027412687735246,-0.0248536355611606,-0.0273863421337672,-0.0313534098451144,-0.0277830297832542
856,2011-09-01,-0.027412687735246,-0.0248932597706753,-0.0240236712287329,-0.0313534098451144,-0.0247566132296703
857,2011-09-02,-0.027412687735246,-0.0250771334435203,-0.0236049675503341,-0.0313534098451144,-0.0243799808632696
858,2011-09-06,-0.027412687735246,-0.0250249284020522,-0.0283297746721004,-0.0313534098451144,-0.0286354461637849
859,2011-09-07,-0.027412687735246,-0.0253839989732974,-0.0266661351208813,-0.0313534098451144,-0.0271666584841306
860,2011-09-08,-0.027412687735246,-0.0353727208244046,-0.0254917112652004,-0.0313534098451144,-0.0262634397618147
861,2011-09-09,-0.027412687735246,-0.0256063959498306,-0.0236547948825109,-0.0313534098451144,-0.0248387126174157
862,2011-09-12,-0.027412687735246,-0.025481430695327,-0.0312702653408943,-0.0313534098451144,-0.0312860289206482
863,2011-09-13,-0.027412687735246,-0.0252997106315094,-0.0290250268730028,-0.0313534098451144,-0.0294865259069016
864,2011-09-14,-0.027412687735246,-0.0252367671909692,-0.0270474948161956,-0.0313534098451144,-0.027907174841272
865,2011-09-15,-0.027412687735246,-0.0250899167404664,-0.0255760983596795,-0.0313534098451144,-0.0267312113909249
866,2011-09-16,-0.027412687735246,-0.0250138222276489,-0.0241796014880835,-0.0313534098451144,-0.0256142835081185
867,2011-09-19,-0.027412687735246,-0.0250534934667231,-0.0225841192581019,-0.0313534098451144,-0.0243379429829267
868,2011-09-20,-0.027412687735246,-0.0250506168822457,-0.0219853407113484,-0.0313534098451144,-0.0238589359594078
869,2011-09-21,-0.027412687735246,-0.0254381479096354,-0.0211884378183958,-0.0313534098451144,-0.023221320244338
870,2011-09-22,-0.027412687735246,-0.0261600787380259,-0.0306351529134208,-0.0313534098451144,-0.0307787907413173
871,2011-09-23,-0.027412687735246,-0.0261867967192024,-0.0415188002864592,-0.0313534098451144,-0.0394857514631469
872,2011-09-26,-0.027412687735246,-0.0261493521605078,-0.0380017585279145,-0.0313534098451144,-0.036672092009824
873,2011-09-27,-0.027412687735246,-0.0260814336255463,-0.0354006658363415,-0.0313534098451144,-0.0345912142624066
874,2011-09-28,-0.027412687735246,-0.0262956196247307,-0.0329007497011103,-0.0313534098451144,-0.0325912864969578
875,2011-09-29,-0.027412687735246,-0.0263599554713009,-0.03636879490946,-0.0313534098451144,-0.0353657156439417
876,2011-09-30,-0.027412687735246,-0.0266964241534804,-0.0338198871225955,-0.0313534098451144,-0.0333266065627107
877,2011-10-03,-0.027412687735246,-0.0270962126785551,-0.0391106738524622,-0.0313534098451144,-0.0375592699725782
878,2011-10-04,-0.027412687735246,-0.0272793232990306,-0.042462515286328,-0.0313534098451144,-0.0402407277069125
879,2011-10-05,-0.027412687735246,-0.0273447521543548,-0.0394038390293561,-0.0313534098451144,-0.0377937725659374
880,2011-10-06,-0.027412687735246,-0.0272694503811253,-0.0366254757139558,-0.0313534098451144,-0.0355710752040841
881,2011-10-07,-0.027412687735246,-0.0272211297013677,-0.0340551606872631,-0.0313534098451144,-0.0335148209623047
882,2011-10-10,-0.027412687735246,-0.0278744971702759,-0.033221093082937,-0.0313534098451144,-0.0328475697788515
883,2011-10-11,-0.027412687735246,-0.0279920384097469,-0.0315348164618188,-0.0313534098451144,-0.0314985357371504
884,2011-10-12,-0.027412687735246,-0.028026886159551,-0.0291097262495601,-0.0313534098451144,-0.0295584579452282
885,2011-10-13,-0.027412687735246,-0.0281741499052417,-0.0269833644110401,-0.0313534098451144,-0.0278573634596436
886,2011-10-14,-0.027412687735246,-0.0280088357216281,-0.0247656594978076,-0.0313534098451144,-0.0260831887066962
887,2011-10-17,-0.027412687735246,-0.0280638933812852,-0.023801992081048,-0.0313534098451144,-0.0253122226111916
888,2011-10-18,-0.027412687735246,-0.0281307433536044,-0.0280508144646203,-0.0313534098451144,-0.0287113110895446
889,2011-10-19,-0.027412687735246,-0.0281823731809835,-0.0263462072310214,-0.0313534098451144,-0.0273475929222262
890,2011-10-20,-0.027412687735246,-0.0282073242949813,-0.0303877512550762,-0.0313534098451144,-0.0305808769879939
891,2011-10-21,-0.027412687735246,-0.0283176714103134,-0.0287314586657702,-0.0313534098451144,-0.0292558406635773
892,2011-10-24,-0.027412687735246,-0.0282225530527501,-0.0269669308485934,-0.0313534098451144,-0.0278442153255299
893,2011-10-25,-0.027412687735246,-0.028114216858963,-0.0256176586156639,-0.0313534098451144,-0.0267647846515177
894,2011-10-26,-0.027412687735246,-0.0279879814679117,-0.0282037099202594,-0.0313534098451144,-0.0288336408783114
895,2011-10-27,-0.027412687735246,-0.0283601130344683,-0.0266293133678109,-0.0313534098451144,-0.0275741009626618
896,2011-10-28,-0.027412687735246,-0.0283612479704547,-0.0256994176482849,-0.0313534098451144,-0.026830170920555
897,2011-10-31,-0.027412687735246,-0.0284250172029396,-0.0242296320486824,-0.0313534098451144,-0.0256542155471729
898,2011-11-01,-0.027412687735246,-0.02890081526691,-0.0304436791493656,-0.0313534098451144,-0.0306255980625228
899,2011-11-02,-0.027412687735246,-0.0287270290080764,-0.03815765101627,-0.0313534098451144,-0.0367968543397348
900,2011-11-03,-0.027412687735246,-0.0287196439548238,-0.0358804562883887,-0.0313534098451144,-0.0349750638472933
901,2011-11-04,-0.027412687735246,-0.0286991022686285,-0.0344327633507165,-0.0313534098451144,-0.0338169004072858
902,2011-11-07,-0.027412687735246,-0.0285887770328049,-0.0326979280802572,-0.0313534098451144,-0.0324290271310834
903,2011-11-08,-0.027412687735246,-0.0419633592009474,-0.0308175145953467,-0.0313534098451144,-0.0309246908690909
904,2011-11-09,-0.028596142730403,-0.0292963217518275,-0.0291209662538683,-0.0313534098451144,-0.0295673965037329
905,2011-11-10,-0.028596142730403,-0.029372281066513,-0.0417990679594243,-0.0313534098451144,-0.0397100053350629
906,2011-11-11,-0.028596142730403,-0.0293338509138406,-0.0393094823958152,-0.0313534098451144,-0.0377182926552778
907,2011-11-14,-0.028596142730403,-0.0292370732416105,-0.0375664943202236,-0.0313534098451144,-0.036323898598464
908,2011-11-15,-0.028596142730403,-0.0292803979644189,-0.0365951753668734,-0.0313534098451144,-0.0355468370146679
909,2011-11-16,-0.028596142730403,-0.0291826374306063,-0.0351986863473815,-0.0313534098451144,-0.0344296585900704
910,2011-11-17,-0.028596142730403,-0.029417500432683,-0.0364326653189987,-0.0313534098451144,-0.0354168606334847
911,2011-11-18,-0.028596142730403,-0.029400633049501,-0.0393848467526358,-0.0313534098451144,-0.0377785900489778
912,2011-11-21,-0.028596142730403,-0.0292192309423015,-0.0375423367485769,-0.0313534098451144,-0.0363045741425162
913,2011-11-22,-0.028596142730403,-0.0293801902989282,-0.0368705388237885,-0.0313534098451144,-0.0357671289088199
