Date,HistVaR_95,HistVaR_99,HistES_97.5,ParamVaR_Norm_95,ParamVaR_Norm_99,ParamES_Norm_97.5,ParamVaR_T_95,ParamVaR_T_99,ParamES_T_97.5,MCVaR_95,MCVaR_99,MC_ES_97.5
2008-04-24,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017501610519128682,-0.024881430103476685,-0.0250054740403691,-0.01679881375595209,-0.027431575671304453,-0.028404318721326195,-0.017667503247452834,-0.025252349831324444,-0.02519486900015312
2008-04-25,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017512182415600725,-0.02488963493848208,-0.025013639088545044,-0.016812125413319508,-0.02746525232847261,-0.02844602724199901,-0.01752491283650417,-0.024644347346121476,-0.024783910021496616
2008-04-28,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017537364034393252,-0.024913167631496664,-0.02503714406553719,-0.01685055206776096,-0.027492420546473162,-0.02847000605084059,-0.017518759363578197,-0.025066356578804773,-0.02515175874987071
2008-04-29,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017524490778386397,-0.024898399610736737,-0.025022344196562445,-0.0168275397481684,-0.027512827530639418,-0.028506290554699807,-0.01762646096003704,-0.02508760528032082,-0.025146680155095715
2008-04-30,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017528941458839428,-0.024901945489264412,-0.025025874866697606,-0.016833324653795525,-0.02752677601775061,-0.028523466947081372,-0.017435520904306882,-0.02474847377761689,-0.024909836459776746
2008-05-01,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01754658541039095,-0.02494654825732756,-0.025070930772902664,-0.01689181982336366,-0.027423328288852487,-0.028353282335348135,-0.01763726586151657,-0.024829027879279406,-0.025051604267149998
2008-05-02,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01754759699815153,-0.024946646624727214,-0.025071013790408256,-0.016891806331329598,-0.027434433315733142,-0.028368517405391272,-0.01747859758170076,-0.024854136601827424,-0.025038507060593844
2008-05-05,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01755304958642477,-0.024952213901370656,-0.02507658299479489,-0.016900934439730432,-0.02743467057225118,-0.028365701683302144,-0.017567113154515136,-0.025006355323353845,-0.025031026814857336
2008-05-06,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01754684515114503,-0.024950940817242674,-0.02507539279944272,-0.016899677035587708,-0.02737700214897238,-0.028287073829319772,-0.017421344570393134,-0.02488469599052414,-0.024955888369536574
2008-05-07,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017660530514944043,-0.025088504702000827,-0.025213358047095055,-0.017065292731213943,-0.02731195833338571,-0.028137115617723148,-0.01752876731546201,-0.02506811785856074,-0.025147631973555885
2008-05-08,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01765787793075643,-0.025086916597389243,-0.025211787834822957,-0.01706292828531479,-0.027298762526029873,-0.028120056272614605,-0.017778501031337487,-0.02529435697796934,-0.0254134235842408
2008-05-09,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01758799550513461,-0.025005653314500203,-0.025130333256425337,-0.01694992608748648,-0.027360787724821582,-0.028243350354439516,-0.01757442946343383,-0.025013029032618327,-0.02511966946007398
2008-05-12,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017581339510239994,-0.024982780878707003,-0.025107188246059214,-0.016916256840896822,-0.027459118778497514,-0.02839223685683328,-0.017370882803219655,-0.02466901165951255,-0.024778099748398213
2008-05-13,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017596718653735483,-0.025000640476167804,-0.02512508953631096,-0.016943252255668444,-0.027435754870701712,-0.028350901108973595,-0.017491846938449396,-0.024806689558996762,-0.024834576468221417
2008-05-14,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.0175820882654732,-0.024985465689600642,-0.025109905599207227,-0.016918436067596816,-0.027438748896473807,-0.02836345296293706,-0.017568414736290054,-0.024911721060039194,-0.024994199491440446
2008-05-15,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.017611062481744655,-0.025047301029145555,-0.025172293286008732,-0.016993249107920116,-0.027371931670699297,-0.02823690388405986,-0.01755171956222556,-0.024824444909789616,-0.024974491492242373
2008-05-16,-0.019095337141283097,-0.026285060953090283,-0.02702983996474176,-0.01759558773406,-0.025032035293539066,-0.02515703106358854,-0.016968714651389123,-0.027363479868596115,-0.028233629911870353,-0.017668195032966804,-0.025108307867457245,-0.025293429117961615
